Anime_Id,Anime_Title,Anime_Synopsis,Anime_Genre,Historical,Military,Comedy,Fantasy,Cars,Horror,Action,Yaoi,Josei,Vampire,Magic,School,Police,Samurai,Adventure,Shounen Ai,Hentai,Music,Seinen,Dementia,Yuri,Martial Arts,Shounen,Drama,Slice of Life,Shoujo Ai,Shoujo,Space,Sports,Mystery,Super Power,Demons,Game,Romance,Ecchi,Mecha,Kids,Harem,Supernatural,Parody,Thriller,Psychological,Sci-Fi,Cluster,genres_str
688,Uta∽Kata,"It's the last day of the school term in Kamakura Girl's School, and summer is about to begin. Serious but polite 14-year-old Ichika Tachibana is excited to make her summer vacation with her friends a special break to remember! But little does Ichika know that this summer will be more special than she could have ever imagined. 
 
While cleaning in an unused school building, Ichika notices an image of an unfamiliar girl in place of her own reflection in a large mirror. Convinced by her friends that she was just seeing things, she is surprised to see the girl in the mirror later that day, holding her lost cell phone. Introducing herself as Manatsu Kuroki, she comes out of the mirror and hands Ichika's phone back—and to Ichika's surprise, the stones on her cell phone charm have changed colors and now allow her to borrow the power of the 12 Djinn that watch over the world. 
 
 Uta Kata  is a tale of a young girl who will realize new things through her interactions with these spirits. As the Djinn show her overwhelming sights, they will soon also bring to her overwhelming thoughts... 
 
[Written by MAL Rewrite]","Psychological, Drama, Magic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,Psychological Drama Magic
20243,Gatapishi,Based on the comedy yonkoma manga by Sonoyama Shunji.,"Comedy, Slice of Life",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Comedy Slice of Life
32166,Obaachan no Takaramono,"A music video for the song ""Obaachan no Takaramono"" by Yoshiko Kawase. Aired as part of NHK's Minna no Uta program.","Kids, Music",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,Kids Music
37545,Amakage,"Small creatures live in our world, their perspective of rain makes it seem as if the droplets are the size of cars. Follow along as one takes a bus ride.","Music, Fantasy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,Music Fantasy
22147,Amagi Brilliant Park,"Seiya Kanie, a smart and extremely narcissistic high school student, believes that the beautiful but reserved Isuzu Sento has invited him on a date at an amusement park called Amagi Brilliant Park. Much to his chagrin, not only is the location a run-down facility, the supposed date is merely a recruitment tour where Sento and Princess Latifa Fleuranza, the owner of the theme park, ask him to become the park's new manager. Their cause for desperation? As stipulated in a land-use contract, Amagi has less than three months to meet a quota of 500,000 guests, or the park will be closed for good and the land redeveloped by a greedy real-estate company. 
 
Seiya is won over by the revelation that Amagi is no ordinary amusement park; many of its employees are Maple Landers—mysterious magical beings who live in the human world and are nourished by the energy created by people having fun. Entrusted with the hopes and dreams of this far-off enchanted land, Seiya must now use his many skills to bring Amagi back on its feet, or watch it crumble before his eyes. 
 
[Written by MAL Rewrite]","Comedy, Drama, Fantasy, Magic",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Comedy Drama Fantasy Magic
33113,Scared Rider Xechs,"The Blue World, which symbolizes reason, is under constant attack by the creatures called the Nightfly O'Note originating from the Red World, symbolizing instinct. Akira Asagi, the 17-year-old protagonist who is a researcher at Blue World, is nominated to lead the war at Ryuukyuu LAG, a proud defense facility on the islands of Ishigaki and Iriomote. She meets the sixth combat unit ""IS,"" which was formed four years after a fierce battle that annihilated the fifth unit. Akari must lead these six riders, also called the Scared Rider Xechs, to fight against the other world while at the same time deepening the relationship among them. 
 
(Source: MAL News)","Sci-Fi, Adventure, Harem, Romance",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,17,Sci-Fi Adventure Harem Romance
38312,Chao Wa Zhanshi: Weiwu Jiaoguan,"Millennia ago, a ferocious nomadic tribe uncovered a forbidden lair of data crystals. These crystals gave the SWARM tribe advanced knowledge of warfare and genetic manipulation. Like wildfire, their vast empire soon spread across the galaxy, conquering and destroying everything in their path. The few survivors brave enough to fight back rose from the ashes. This is their story. 
 
(Source: Amazon)","Action, Mecha, Military, Sci-Fi, Space",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,Action Mecha Military Sci-Fi Space
274,Kiddy Grade,"In the distant future, humanity has taken to the skies and colonized many planets throughout the universe. An agency known as the Galactic Organization of Trade and Tariffs (GOTT) has been formed to maintain order. Within GOTT, a secret squad of enhanced human beings—known as the ES Unit—carry out secret missions to put a stop to major galactic crimes. Two such operatives are the lowly C-ranked Éclair and Lumière. 
  
Despite being on the bottom of the totem pole, the pair wield formidable powers: Éclair’s superhuman strength and lipstick whip and Lumière’s ability to take control of any computer. Together, they can take on any mission that GOTT throws at them. But as they complete more and more missions, the duo begin to uncover a major conspiracy that leaves them questioning everything they know about themselves and the entire galaxy. 
  
[Written by MAL Rewrite]","Action, Sci-Fi, Super Power, Ecchi, Mecha",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,Action Sci-Fi Super Power Ecchi Mecha
28433,Baymax,"The adventure story revolves around Hiro, a 14-year-old boy who lost his dear brother Tadashi in a mysterious accident, and Baymax, a personal healthcare companion robot developed by Tadashi. The story is set in San Fransokyo, a fictional city that combines the imagery of San Francisco and Tokyo. 
 
(Source: ANN)","Slice of Life, Music, Drama, Sci-Fi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,Slice of Life Music Drama Sci-Fi
10350,Hakuouki Sekkaroku,"This OVA takes place in between episodes 8 and 9 of the first season of Hakuouki. 
 
Yukimura Chizuru goes on a reconnaissance mission in Shimabara as a geiko for the Shinsengumi. Each episode unfolds the events of the days leading up to, during, and after the operation. It intermittently reveals each captain's involvement as well as that of a few demons in the affair. Each individual episode primarily focuses from the third person perspectives of: Okita Souji, Saito Hajime, Harada Sanosuke, Toudou Heisuke, Hijikata Toshizo, and Kazama Chikage.","Action, Historical, Demons, Drama, Fantasy, Josei",1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,Action Historical Demons Drama Fantasy Josei
30165,Yamaguchi Sanchi no Tsutomu-kun,A music video for the song by Keiji Kawahashi that was featured on NHK's Minna no Uta Program.,"Music, Kids, Romance",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,Music Kids Romance
31000,Kizuna: Ningen no Uta Part 2,An educational film about marriage discrimination; how hard it is for a lower class person to marry into upper class.,"Drama, Kids",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,Drama Kids
40238,Yumemi no E,"The painter Kuwagata Keisai lived over 200 years ago. He created 'Ways to Sketch', a series of picture books illustrating humans and animals, all richly expressed. One day he was sketching out a carp, just at that moment he slept and he became a carp in dream. A carp was enjoy to swimming, but a fisherman caught that carp... 
 
(Source: Yamamura Animation)",Historical,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,Historical
32366,Gintama°: Aizome Kaori-hen,"Yoshiwara is besieged by a mysterious incense that has the ability to make whoever smell it fall for the first person they see; poor Tsukuyo is hit, her already secret attraction with Gintoki intensified. In trying to gather the incense, Tsukuyo's slip-up causes the entire district to be affected by the smoke, including the Yorozuya (and Tae, Kyuubei, and Kondou who happened to be there at the time). Can the Yorozuya and Tsukuyo overcome their afflictions to stop the perpetrator? 
 
(Source: Gintama Wiki)","Comedy, Parody",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Comedy Parody
38031,Kansen Sodom,,Hentai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Hentai
5930,Hayou no Tsurugi: Shikkoku no Mashou,"A resident of the Floating Castle that battle demon beings, the girl Rasutel (Rasu), chosen by the willful lady, the Demon-Breaker sword, is sent on a quest to save a princess kidnapped by a Youki. Her quest is helped by a mysterious Youki called Anshu (but he has basic color that usual Youkis do not have.... hehe!). She is also hampered in her quest by her demon-being oriented younger brother who seeks her golden eyes, the heritage of their father, the Golden Youshu.  
 
(Source: AniDB)","Supernatural, Fantasy, Shoujo",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,Supernatural Fantasy Shoujo
32601,12-sai.: Chicchana Mune no Tokimeki,"Reaching a period of life where they are neither a child nor an adult, 12-year-old Hanabi Ayase and Aoi Yui meet with life-changing events. Due to the mischievous demeanor of her male classmates, Ayase does not think highly of the opposite sex. However, her perspective begins to change after she is paired with the kind-hearted Takao Yuuto for a class assignment and unexpectedly shared their first kisses with each other on the school rooftop. 
 
With her best friend discovering love, Aoi yearns to seek her own. She finds herself falling in love with the rash Kazuma Hiyama after protecting her from a rejected suitor who had talked behind her back. 
 
 12-sai.: Chicchana Mune no Tokimeki  follows the four in this phase of adolescence. As they grow up alongside each other, this sweet romance depicts the innocence and excitement of first love. 
 
[Written by MAL Rewrite]","Romance, School, Shoujo",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,Romance School Shoujo
39374,Muumin to Koutsuu Anzen,A traffic safety anime starring the cast of  Muumin  commissioned by Toyota Motor.,"Fantasy, Kids",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,Fantasy Kids
34318,Mekakucity V's,"Mekakucity V's  compiles more songs of the  Kagerou Project  song series, continuing to follow the ""Mekakushi-dan."" 
 
 Yuukei Yesterday 
For a tsundere like Takane Enomoto, falling in love is the worst possible predicament. This couldn't be any worse, as the object of her affection is her oblivious classmate Haruka Kokonose. With their dispositions, Takane will never confess and Haruka will never notice. Maybe, however, she will finally be able to muster the courage to convey her feelings for him before the sun sets. 
 
 Outer Science 
Within the Heat Haze Daze, Kuroha rests beside his imprisoned former master, awaiting the next master—Mari Kozakura. No matter how she tries to rewrite the future, Mari is inevitably faced with tragedy, desperate to save those who matter most to her. But despair is never-ending, and what awaits her is an endless cycle of anguish. Not that it matters, as Kuroha will always be waiting... 
 
 Summer Time Record 
As the story of the Mekakushi-dan draws to a close, its members reminisce of times gone by. These children, who may have never met otherwise, are connected by the past. However, as they finally approach the end, they resolve to remember, hoping to one day meet again. 
 
 Shounen Brave 
Kousuke Seto lacks courage more than anything else. Relentlessly bullied, his only friend is a dog, with whom he shares a bond that needs no words. However, this solace is destroyed by a tragedy, which burdens Seto with the red-eye power to hear others' thoughts. Haunted by the hurtful things he hears, he runs off, leading him to a fateful encounter. If it is for the sake of this person, Seto may finally have what it takes to be a little brave. 
 
[Written by MAL Rewrite] 
","Music, Romance, Super Power, Supernatural",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,14,Music Romance Super Power Supernatural
36923,Nanatsu no Taizai: Imashime no Fukkatsu Joshou,"An episode recapping  Nanatsu no Taizai  with additional scenes, aired before the new season in January 2018.","Action, Comedy, Magic, Shounen, Super Power",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,Action Comedy Magic Shounen Super Power
5564,Age Man to Fuku Chin,"This is a sequel to and final part of to the ""Yaruki Manman"" series. 
 
(Source: AniDB) ",Hentai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Hentai
10177,DD Hokuto no Ken,"Super-deformed version of Hokuto no Ken, Buronson & Hara Tetsuo's post-apocalyptic fighting manga. 
 
Note: The ""DD"" stands for ""Design Deformation,"" since the characters are only ""two-heads-tall."" 
 
(Source: AniDB) ","Parody, Seinen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,Parody Seinen
359,I'll/CKBC,"Two boys, Tachibana and Hiiragi were once brutal rivals in the game of basketball. Hiiragi soon transfers into Tachibana's school and basketball team. They begin as team-mates, but with Hiiragi's family pushing him to play on a better team. Tachibana and Hiiragi must now play against each other.  
 
(Source: ANN)","Action, Sports, School, Shounen",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,Action Sports School Shounen
1199,Nintama Rantarou,"Rantarou, Shinbei and Kirimaru are ninja apprentices in the Ninja Gakuen, where first grade ones are called ""Nintamas"" (contraction of the words ninja+tama (egg)). They must learn everything a ninja must know, but as for our heroes, money, food or playing are more interesting. The series show the everyday adventures of our heroes, segmentated in a cartoon fashion, like 2 small episodes in a 30-min show. The cast also includes the teachers (Doi-sensei and crossdressing Yamada-sensei), nintama kunoichis, evil guys (Dokutake ninjas) and even family members of all the cast... 
 
(Source: ANN)","Comedy, Kids",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,Comedy Kids
28351,Hikari no Megami,"A promotional video for the new Super Smash Bros Wii U and Super Smash Bros 3DS featuring Pit, Link, Dark Pit, and Palutena.","Action, Fantasy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Action Fantasy
38650,Hakyuu Houshin Engi: Kou-ke no Chi,Special episode bundled with the eighth Blu-ray and DVD volume of  Hakyuu Houshin Engi .,"Adventure, Demons, Fantasy, Shounen, Supernatural",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12,Adventure Demons Fantasy Shounen Supernatural
2589,Black Cat: Toozakaru Neko,Black Cat DVD only episode.,"Action, Sci-Fi, Adventure, Comedy, Super Power, Shounen",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11,Action Sci-Fi Adventure Comedy Super Power Shounen
6489,Zero no Tsukaima: Princesses no Rondo Picture Drama,"Picture Drama episodes included in each DVD volumes of Zero no Tsukaima: Princesses no Rondo. 
 
Episode Titles: 
vol.1 「Maid's Afternoon: Whip of Love」(メイドの午後　愛のムチ編) 
vol.2 「Maid's Afternoon: Afternoon for Two」(メイドの午後　二人きりの昼下がり編) 
vol.3 「Maid's Afternoon: The Last Night」 (メイドの午後　最後の夜編) 
vol.4 「Countess Butterfly's Graceful Day」 Prologue (バタフライ伯爵夫人の優雅な一日 序章) 
vol.5 「Countess Butterfly's Graceful Day」 Chapter 1 (バタフライ伯爵夫人の優雅な一日 第1章) 
vol.6 「Countess Butterfly's Graceful Day」 Chapter 2 (バタフライ伯爵夫人の優雅な一日 第2章) 
vol.7 「Countess Butterfly's Graceful Day」 The Last Chapter (バタフライ伯爵夫人の優雅な一日 最終章)","Action, Adventure, Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School",0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,Action Adventure Comedy Drama Ecchi Fantasy Harem Magic Romance School
33659,Fushigi na Somera-chan Special,Unaired episode included in BD/DVD sets.,"Slice of Life, Comedy, Magic",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Slice of Life Comedy Magic
30842,Nekota no Koto ga Kininatte Shikatanai. (ONA),"Mikiko Amane is an elementary-school girl who has transferred schools many times. Because of this, she stopped making friends or getting deeply involved with people, since she knew she would move again soon. She had lived her life with a cool and uninterested personality, but at her new school, she meets a boy with a cat face. She's so interested in him, she just can't help herself. 
 
(Source: ANN)","School, Shoujo",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,School Shoujo
19681,Hustle Punch,"The show centers around three hobos that live in a broken car on top of a junkyard: Punch, Touch, and Boom. Punch is a bear who is literally strong-headed: his head is as hard as a rock, and nothing can knock him down. Boom the weasel is an expert shot, using not a gun, but a slingshot. Touch the mouse takes advantage of her smallness in order to get into small holes and sneaking into things without the villains knowing.  
 
Gari-Gari is a mad scientist wolf who wants to build a mansion over the junkyard, constantly thinking up evil plans to get the money needed to buy the property, whether it’s creating a machine that creates counterfeit 10 yen (about 10 cents in US money) or stealing priceless paintings and selling it to a high bidder. He is an inventor, creating things that can aid him into doing his deed. If Gari-Gari buys the junkyard, this of course means that the three heroes will have no place to stay, so they constantly thwart his schemes. Gari-Gari has two henchmen working for him: Black and Nyu. Black is a gangster cat who welds a gun, often shooting at Punch and the gang with it. Nyu is a simple-minded pig who has big strength.  
 
(Source: Cartoon Research) 
 
 *Based on Hustle Punch by Mori Yasuji, serialized in Manga O.","Comedy, Fantasy, Kids",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,Comedy Fantasy Kids
10109,Softenni,"The tennis comedy centers around the members of a female middle school soft tennis team and the twists and turns that their lives take as they aim for the nationals. 
 
(Source: MU)","Comedy, Sports, Ecchi, School",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,Comedy Sports Ecchi School
2106,Kiss Dum: Engage Planet,"In A.D. 2031, humans are enjoying a prosperous existence until strange life forms called Hardians appear. They suddenly begin to multiply and assault the human population. As a countermeasure, mankind organizes the N.I.D.F. to investigate the Hardians and protect themselves. 
 
A fighter pilot, Aiba Shu, begins to become involved in the battle against the lifeforms. Rurika Yuno, one of Earth's foremost scientists, investigates the Hardians and hears rumors about the ""Book of a Dead Man."" What is the secret of this tome, and what relation does it have to the Hardians? 
 
Now, the fight for mankind's survival begins. 
 
(Source: AnimeNfo)","Mecha, Military, Sci-Fi",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,17,Mecha Military Sci-Fi
23711,Kakumei no Wakaki Sora,The life of the French poet André Marie Chénier during the period of radical social and political upheaval in France.,"Drama, Historical",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,Drama Historical
5802,Fantascope: Tylostoma,"A man who appears every 700 years. 
Streaching before the man's eyes the world rusted away to monochrome and gray. 
Once before the town flourished that is now in ruins. 
The man now, has a chance meeting with a person, a prositute. 
A story of passion curling like smoke....Tairosu Tomah's story has begun. 
 
(Source: Animenfo)","Fantasy, Supernatural",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,Fantasy Supernatural
