Anime_Id,Anime_Title,Anime_Synopsis,Anime_Genre,Historical,Military,Comedy,Fantasy,Cars,Horror,Action,Yaoi,Josei,Vampire,Magic,School,Police,Samurai,Adventure,Shounen Ai,Hentai,Music,Seinen,Dementia,Yuri,Martial Arts,Shounen,Drama,Slice of Life,Shoujo Ai,Shoujo,Space,Sports,Mystery,Super Power,Demons,Game,Romance,Ecchi,Mecha,Kids,Thriller,Supernatural,Harem,Parody,Psychological,Sci-Fi,Cluster,genres_str
35115,Warau Salesman Episode 0,The prologue to  Warau Salesman  that aired a week before the official episode 1 was released.,"Psychological, Seinen, Supernatural",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,Psychological Seinen Supernatural
15021,Yuki no Taiyou Pilot,"This pilot is remembered, really, for one notable reason: this is Miyazaki's first time as a solo director. He teamed up with Takahata for the later episodes of the 1971-72 Lupin III series, but Yuki's Sun marked his first time solely in the captain's seat. 
 
Yuki's Sun was based upon a popular shoujo manga (girls' comic) by Tetsuya Chiba which was serialized in 1963. It involves a 10-year-old orphan girl who is adopted into a family. The storyline is somewhat complex, and seems to play out like grand melodrama. Chiba's stories were more sophisticated and grown-up than, say, Osamu Tezuka, who of course was the godfather of postwar Japanese manga. 
 
(Source: TheGhibliBlog)","Drama, Shoujo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Drama Shoujo
19825,Saikyou Ginga Ultimate Zero: Battle Spirits,"Rei is an adventurer called a ""Card Quester."" He wishes to collect strong cards scattered throughout space, and battle with his rivals unfold. Soon enough, he will discover what happened to his own past. ","Game, Adventure, Space",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,Game Adventure Space
4604,Reijou Caster: Ingyaku no Wana,"Based on the game by Will 
Was released together with the DVDPG (DVD Players Game) of the same name. 
From: AniDB",Hentai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Hentai
39362,Astro Boy: Tetsuwan Atom - Getsumen Kichi - Kieta Robot no Nazo,A planetarium film of  Tetsuwan Atom . There's strange incidents occurring on the lunar base. A rocket was launched for the space station but it needs help. Can Atom save the space station?,"Kids, Mecha, Sci-Fi, Space",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,Kids Mecha Sci-Fi Space
30139,Manga Doushite Monogatari OVA,Compilation OVA of  Manga Doushite Monogatari  series.,"Kids, Adventure, Comedy",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,Kids Adventure Comedy
3038,Senya Ichiya Monogatari,"Beautifully constructed, 1001 Nights stays true to the lush and mysterious backdrop of the well known and age old story. Tezuka remolds the story into an escapist fantasy where a 60s-era working man is transported back to an era of entirely fictitious Arabian details. Seemingly at odds with itself, 1001 Nights consistently unfolds in a way that combines Playboy graphics, Arabian rug design and traditional Japanese scroll paintings.  
 
Sound like a strange mix? You bet and along the way we experience some of the great cultural juxtapositions that makes Tezuka the unpredictable style it is.","Hentai, Fantasy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Hentai Fantasy
19523,Fuurinkanzan,Based on an adult game by Lune.,Hentai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Hentai
15211,Nazotoki-hime wa Meitantei♥,"The story centers around Hinami, a bookish, eyeglasses-wearing girl, and her two friends. When there is a mystery to solve, she transforms into the clever Nazotoki-hime (literally, Princess Mystery Time).  
 
(Source: ANN) ","Mystery, Shoujo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Mystery Shoujo
38924,Nekopara,,"Comedy, Romance",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Comedy Romance
33728,Chain Chronicle: Haecceitas no Hikari Part 1,"Set in the land of Yuguto, the people thought that the land they live is the size of the world, but it’s actually divided into several areas, each with a respective king. Even though there were small wars among areas, the kings had roundtable meetings to maintain peace and balance. It was until a dark group of dark monsters appeared... 
 
(Source: MAL News)","Action, Adventure, Fantasy, Magic, Shounen",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Action Adventure Fantasy Magic Shounen
6220,Musuko no Tomodachi ni Okasarete,"Yoko is happy. She lives a peaceful life with her husband, Masahiko, and their son, Kazushi. But there is one thing she complains... They haven't had sex for a long time. One day, a friend of Kazushi comes to her house. His name is Ryouto. He is handsome and polite. But she doesn't know yet that Ryouto has a secret personality...  
 
(Source: AniDB) ",Hentai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Hentai
2317,Hen,"Yoshida Chizuru is the sexiest co-ed in her class. Secretly, she's been appearing in TV commercials—despite the fact that students are forbidden from working. But one of her professors has uncovered her secret and hopes to use this information to his advantage. Yoshida's got plans of her own, and has no intention of giving up her acting career...","Comedy, Ecchi, Shoujo Ai",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Comedy Ecchi Shoujo Ai
33124,Wakuwaku♥Nukegake Daisakusen,Official music video for  dorlis 's mini-album CD  Swingin' Party2 .,"Music, Cars",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Music Cars
451,InuYasha Movie 3: Tenka Hadou no Ken,"Izayoi and Inu no Taishou, Inuyasha's parents, are having problems with a human named Setsuna no Takemaru. Sou'unga a magical sword that has been sealed away for 700 years is found. Now everyone is after the sword and its powers but it seems the sword has something else in mind. 
 
(Source: ANN) 
","Action, Adventure, Comedy, Historical, Demons, Supernatural, Drama, Magic, Romance, Fantasy, Shounen",1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,10,Action Adventure Comedy Historical Demons Supernatural Drama Magic Romance Fantasy Shounen
9253,Steins;Gate,"The self-proclaimed mad scientist Rintarou Okabe rents out a room in a rickety old building in Akihabara, where he indulges himself in his hobby of inventing prospective ""future gadgets"" with fellow lab members: Mayuri Shiina, his air-headed childhood friend, and Hashida Itaru, a perverted hacker nicknamed ""Daru."" The three pass the time by tinkering with their most promising contraption yet, a machine dubbed the ""Phone Microwave,"" which performs the strange function of morphing bananas into piles of green gel. 
 
Though miraculous in itself, the phenomenon doesn't provide anything concrete in Okabe's search for a scientific breakthrough; that is, until the lab members are spurred into action by a string of mysterious happenings before stumbling upon an unexpected success—the Phone Microwave can send emails to the past, altering the flow of history. 
 
Adapted from the critically acclaimed visual novel by 5pb. and Nitroplus,  Steins;Gate  takes Okabe through the depths of scientific theory and practicality. Forced across the diverging threads of past and present, Okabe must shoulder the burdens that come with holding the key to the realm of time. 
 
[Written by MAL Rewrite]","Thriller, Sci-Fi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,Thriller Sci-Fi
34375,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,"The second movie in the Washio Sumi no Shou trilogy. 
 
","Drama, Fantasy, Magic, Slice of Life",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Drama Fantasy Magic Slice of Life
29551,Kanimanji Engi,"An early silhouette animated film by Hidehiko Okuda, Hakusan Kimura and Tomu Uchida. The original story is a Buddhist tale of a young lady who saved a crab (a spiritual being according to Japanese Buddhist faith) from being eaten, and was later saved from danger by the same crab.",Fantasy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Fantasy
35502,Pure Aluminum: Sunoko-tan.,"A 90 second promotional video featuring Sunoko-tan and Alumi-san, characters created by a metal production company in Niigata Prefecture.","Comedy, Music",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Comedy Music
36906,Jashin-chan Dropkick,"The demon Jashin-chan has been summoned to Earth by Yurine Hanazono, a girl with a knack for the occult. Unfortunately, Yurine does not actually know how to send Jashin-chan back to Hell. Now stuck on Earth, she must live at Yurine's apartment as her familiar. 
 
The only way for Jashin-chan to return would be to kill her summoner, but this is easier said than done for the incompetent demon. Since Jashin-chan is immortal and can regenerate her body, Yurine does not hold back in attacking her with a range of weapons, punishing her in gruesome manners for her evil schemes. Jashin-chan is also often visited by her demon friends: the kindhearted Gorgon Medusa and the energetic minotaur Minosu, who seem much more well-behaved in contrast, and disapprove of her plans to kill Yurine. 
 
 Jashin-chan Dropkick  is a comedy focusing on these two reluctant roommates and their bizarre antics as they get by with their cat-and-mouse relationship. 
 
[Written by MAL Rewrite] 
","Comedy, Supernatural",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Comedy Supernatural
37126,Nobunaga no Shinobi: Anegawa Ishiyama-hen,Third season of the  Nobunaga no Shinobi  series.,"Comedy, Historical",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Comedy Historical
30026,Ekubo Ouji,A fusion of animation and claymation to teach kids discipline and morality originally aired as a part of the early morning children's program Hirake! Ponkikki before the anime was combined and released on VHS. Based on the children's book series  Ekubo-chan to Buba-chan .,"Comedy, Kids",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,Comedy Kids
25613,Genki Genki Non-tan: Utaou! Christmas,A Christmas OVA of Non-tan that features eight classic Christmas songs sung and acted out by the characters.,"Music, Kids",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,Music Kids
6077,Akubi Girl,"Akubi-chan is a cute magical girl. She is good at magic, she can turn into any form by tapping a tambourine, and she can grant any dream or wishes. Usually, Akubi-chan is in a vase, but when Ruru-chan, the owner of the vase, yarns (akubi), Akubi-chan pops out of the vase. Ruru-chan is in the 1st grade in elementary school, but she is little precocious and loves secretly her classmate Itoshi-kun living next-door. Akubi-chan uses various magic to make them good friends, but she always fails. However, for her best friend Ruru-chan, Akubi-chan gets out of the vase and taps the tambaine to play Cupid. 
 
(Source: Animenfo) ","Comedy, Fantasy",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Comedy Fantasy
36888,Chikatetsu ni Noru,A group of three high school girls explore Kyoto using the Kyoto City Subway system. ,Slice of Life,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Slice of Life
30395,Kuripuri*Kuripura,A short animation by Taku Furukawa.,Comedy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Comedy
40612,Pokke,"Music video for the song  Pokke  by Japanese pop group DANCE EARTH PARTY, featuring female performance group Happiness, that aired on NHK's Minna no Uta program. The video depicts the various items stored by a boy in his pockets from the perspective of the family washing machine.","Kids, Music",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,Kids Music
1906,Harukanaru Toki no Naka de: Maihitoyo,"One rainy day, Akane crosses path with a kind young man who tacitly offers to her his coat. On their second encounter, he confesses that he has no recollection of who he is, his name or his past, but feels contented by just being with her. Besotted, Akane sets out to find his name, and to unravel his enigmatic connection with a famous cursed dance rumoured to kill anyone who attempts to perform it. 
 
(Source: ANN)","Drama, Fantasy, Historical, Magic, Romance, Shoujo, Supernatural",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,Drama Fantasy Historical Magic Romance Shoujo Supernatural
32730,Love Live! x Watering KissMint Collaboration CM,A Collaboration Commercial for Glico's Watering KissMint chewing gum with characters from Love Live! School Idol Project.,Music,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Music
18771,Gifuu Doudou!!: Kanetsugu to Keiji,"The Sengoku era gave birth to many historical legends. One of them is Naoe Kanetsugu, the brilliant military general of the Uesugi family. Together with Maeda Keiji, a legendary warrior on the battlefield, who become lifelong friends with each other, they carve out a piece of history in the most dangerous and volatile time in Japan's history. The two men recall their beginnings and the journey they took to get to the accomplished position they now sit at.","Action, Historical, Martial Arts, Samurai, Seinen",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,Action Historical Martial Arts Samurai Seinen
35581,Oide yo! Mizuryuu Kei Land,"Come to the greatest sexual theme park in the world, Mizuryu Land!",Hentai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Hentai
12711,Uta no☆Prince-sama♪ Maji Love 2000%,"Entering her Master's course, Nanami Haruka is facing an even more difficult time. And she isn't the only one. The main six members of Starish are assigned new seniors to watch over them! But the seniors aren't having the best attitudes about it.  
 
Watch Uta no☆Prince-sama♪ Maji Love 2000% and find yourself completely engaged in a whole new adventure mixed in with comedy and romance!","Comedy, Harem, Music, Romance, School, Shoujo",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,11,Comedy Harem Music Romance School Shoujo
834,Bleach: The Sealed Sword Frenzy,A Shinigami named Baishin who was sealed by Soul Society long ago is set free on Earth. On a fateful day Ichigo encounters him and has roughly half of his reiatsu drained. Its now up to Ichigo and the Soul Society to finally put a stop to Baishin and his destruction.,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10,Action Adventure Comedy Super Power Supernatural Shounen
40655,Melon no Kirime,Music video for the song  Melon no Kirime  by Fumie Hosokawa that was featured on NHK's Minna no Uta program. The video was animated by Yuuji Moriyama.,"Kids, Music, Slice of Life",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,Kids Music Slice of Life
8025,Chi-Sui Maru,"The offensive and defensive battles between Nobuo, an office worker, and Chi-Sui Maru, a mosquito.",Comedy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Comedy
1373,Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki,"Black Jack is the ""Surgeon with the Hands of God,"" a mysterious young Japanese doctor who travels the world performing feats of miraculous surgical genius. Though all recognize his skill, Black Jack is widely hated, especially by the medical establishment, because he refuses to conform to rules of any kind, and because he charges outrageous fees for his services. Black Jack's only companion is Pinoko, a child he created out of a special kind of tumor called a teratoma, who insists she is his wife.",Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Drama
34402,Love Kome: We Love Rice,"The project anthropomorphizes rice (kome in Japanese) into schoolboys. At the Kokuritsu Inaho Academy (""Rice Ear Academy,"" a wordplay on national schools), five new rice-inspired students attempt to supplant bread as the popular grain at the school. The new students form the ""Love Rice"" unit and challenge themselves to perform at the ""Harvest Show"" to show the delicious appeal of rice grains. The ""heartwarming 'kome'dy with laughs and passion"" promises to let audiences rediscover the virtues of rice (""Japan's soul food""). 
 
(Source: ANN)",Slice of Life,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Slice of Life
3743,Murder,Short animated film by acclaimed multi-talented artist Makoto Wada.,"Parody, Mystery, Vampire",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,12,Parody Mystery Vampire
8478,Doubutsu Kankyou Kaigi,,Kids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,Kids
22597,Kimezou no Kimarimonku Ja Kimaranee. Featuring Sabu-Otoko,"Follows the story of young employee of a company that produces star-shaped confections. The unusual man views society cynically and does not fit typical Japanese competitive male stereotypes.  
 
He has to contend with a variety of coworkers including the flamboyant Kimezou, the company president, and the president's daughter. 
 
(Source: ANN)",Comedy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Comedy
