User_Id,Anime_Id,Rating_by_User,Like
DangoSage,8277,7,True
LadyReina,1015,8,True
LadyReina,2926,5,False
CoryInTheHouse1,7647,9,True
mato1004,7724,8,True
Zazie122,8525,10,True
helur,8795,7,True
TheUltimateKalie,249,5,False
TheUltimateKalie,4551,7,True
helur,8277,4,False
helur,8525,9,True
Arisato-kun,6594,10,True
Lag,853,10,True
potplant,1818,7,True
LadyReina,441,9,True
Ventear,2034,9,True
doodledani123,853,10,True
fedaykin,7724,8,True
potplant,3572,7,True
slax,1915,4,False
HamburgerHelper,4224,10,True
Poleaboo,8525,10,True
aerioux,1555,10,True
narciso_mendoza,2775,6,False
aishiteruu,1731,8,True
27lily,1642,9,True
aishiteruu,5940,6,False
kitphiroth,68,9,True
TypeOfCicada,934,9,True
Fasces349,2001,5,False
supermegasonic,4450,8,True
oxana,2201,6,False
petelovespudding,2581,6,False
Heavenforge,618,8,True
27lily,9441,7,True
thisiodfkln,145,6,False
trzr23,2001,7,True
jet2r0cks,7724,8,True
27lily,3457,8,True
Smoku,881,3,False
xLeo,934,9,True
oxana,2847,7,True
Inugirlz,249,10,True
Gee_,4722,7,True
Inugirlz,2162,5,False
Inugirlz,1498,8,True
xm0123,4382,6,False
ruudes,7627,9,True
kajia,2001,8,True
unknownsoldier9,68,9,True
Colonelfancy,1826,7,True
kajia,2508,8,True
aegisfareast11,9314,7,True
saivan,10165,7,True
inhumane,66,9,True
Aya-Brea,10080,10,True
Vergina,3457,8,True
leDia-chan,6880,10,True
ralfi,877,3,False
DangoSage,10165,8,True
reinis-jan,4722,8,True
yopster89,10165,9,True
Priester,4722,9,True
thisiodfkln,85,7,True
Akusa,385,7,True
Jambobe,4382,10,True
Smoku,3667,4,False
ralfi,4382,10,True
oxana,6178,6,False
Mithzor,1721,8,True
oxana,7695,7,True
Mithzor,237,5,False
BeebopJazzAttack,934,10,True
reinis-jan,4382,5,False
7of9fk,2034,8,True
XDysphoria,3457,9,True
kajia,195,3,False
old_gregg,1889,10,True
ktulu007,495,5,False
abbster44844,877,10,True
DangoSage,8630,7,True
valarclan,6372,10,True
kajia,2332,4,False
Firechick12012,853,9,True
Amaranthyz,9926,10,True
ktulu007,195,3,False
ktulu007,441,10,True
Rainbow67737,3972,8,True
colemanH,10209,8,True
Firechick12012,9213,9,True
zealot7,4473,4,False
ktulu007,1597,6,False
nat_fernandez95,1808,9,True
haremfreak900,8277,7,True
QueenOfAlbion,9926,6,False
IceAndCream,3859,9,True
DrAgNmAsTr,10739,5,False
helur,9314,8,True
Seijurou,68,9,True
BL2W,8630,3,False
Radzeer,9776,8,True
MidnightSol,4722,8,True
DamiPL,8630,10,True
applesauce1,9982,9,True
MRVOlivia,60,10,True
Kota-ken,6880,5,False
Meh_93,6880,8,True
kajia,6880,5,False
TargaryenX,6880,6,False
foxnewsnetwork,10165,3,False
moshpits,2034,10,True
ktulu007,512,9,True
colemanH,6624,8,True
Hatsudo,6880,6,False
SamildanachEmrys,2581,8,True
Lynchan,1965,10,True
Florten,4224,10,True
Exkalamity,9776,8,True
piscesaphrodite,1818,8,True
DangoSage,10110,7,True
helur,8630,5,False
Vhaagar,357,3,False
savis_90,7724,9,True
CAPS4SAMMEH,241,10,True
DreamCore,525,9,True
CAPS4SAMMEH,5630,8,True
Northen_Lights,10490,3,False
Sashface,229,8,True
foxnewsnetwork,7724,10,True
helur,9926,7,True
foxnewsnetwork,10490,7,True
Dc4Vp,1689,6,False
zaharat,4059,10,True
Hexrapper,9776,4,False
oxana,5845,5,False
Black_Rose1809,10165,10,True
Nikki_Manga,68,6,False
Kerrick,9314,6,False
NowItsAngeTime,1841,7,True
YasuiWainnoKishi,1818,1,False
OtakuGirl99,6707,10,True
SerB3128,8247,8,True
zaharat,8525,10,True
Yukushi,468,9,True
zeldajew,10110,10,True
Keodara,8247,8,True
-Miscellaneous-,6444,10,True
Th3St3amPunk,2581,9,True
hagumi_honey,10490,3,False
sodr2,5957,8,True
Alpharon,6153,5,False
DangoSage,10897,7,True
Kamyar,934,9,True
Jumendez-sama,10897,4,False
JacksonLovesIka,10378,10,True
Mdepa95,934,9,True
ktulu007,2961,2,False
xojeyxo,10490,3,False
RodrigoGnr,10490,10,True
jrockonhigh,10490,8,True
Jryou,10165,10,True
DarkRyter,10110,7,True
kajia,45,8,True
ravagestorm,10490,4,False
PkUltimaga,3972,9,True
Smitty2272,10110,10,True
nunchuk28,3713,1,False
RukaMi,5630,10,True
Baka-chii,3457,10,True
Nvrtry,4177,8,True
zewho,1642,9,True
colemanH,10490,9,True
ktulu007,300,7,True
littlelost,7724,7,True
MikeOnHighway61,10490,5,False
Alpharon,11869,6,False
Alpharon,6591,7,True
ariffmontel,1133,8,True
thejexp,7573,5,False
DarkWitch-Shira,4382,5,False
dakotasapphire,19,9,True
NowItsAngeTime,11237,8,True
Wuster,390,7,True
moonlitneko,6581,9,True
ToxxicTeardrop,10165,9,True
Lark_Freya,918,10,True
JackCox,75,8,True
ktulu007,232,7,True
clio_selene,155,10,True
Boltz,2387,9,True
Glamrgrl104,877,9,True
captmalone,19,10,True
zaharat,2581,10,True
TIBBS4LIFE,10080,8,True
kajia,877,9,True
NiSaN_,174,3,False
N41X,10934,7,True
Colonelfancy,1952,6,False
old_gregg,249,3,False
opernlied,5391,10,True
Annestecia,1222,10,True
astro-kun,10110,10,True
ariffmontel,10110,6,False
TrappiTurtle,877,9,True
adequatecritic,19,8,True
adequatecritic,45,6,False
AnimeTroll1088,3613,8,True
Alzza,7017,4,False
painappurut,9926,10,True
Man-Goes,10588,7,True
HybriDefiance,3972,7,True
Ibelucas,9776,8,True
EzmierTheSwift,1498,6,False
leingodf8,10521,7,True
arichan20,3166,4,False
Resuki,3457,8,True
sabrina19,2618,10,True
Shiruk,356,8,True
DatMoofz,361,3,False
ThePoliyoyo,4224,8,True
randompadley,7724,9,True
thelastpages,741,8,True
WaifuStealer69,478,8,True
mike13531,4744,7,True
velkro16,11227,7,True
jetline,19,10,True
kajia,609,6,False
ktulu007,7724,8,True
yngtadpole,1088,9,True
BioPlague,356,7,True
thenhk,7724,5,False
xthatkidstevox,4224,10,True
ecimir,19,8,True
Katra,853,9,True
yoshiman,6772,8,True
TypeOfCicada,6707,7,True
KenFrancis,8654,3,False
ktulu007,8795,3,False
Xynz01,10588,6,False
fullOanime,10165,10,True
Thewestguy1,7724,7,True
Azunyan_,11161,7,True
Ibelucas,4224,10,True
Serenity247,249,9,True
Ibelucas,11553,7,True
Besuro,11227,7,True
Talonic,934,10,True
Marty333,4224,10,True
Niokun,10521,8,True
Lyzl,6594,10,True
Talonic,2759,8,True
Talonic,8630,10,True
captmalone,1048,8,True
AzurisCaine,9135,3,False
Ibelucas,2581,9,True
superseiyan,877,10,True
k_la_anne,11013,9,True
erikuru,10588,7,True
Caticat96,11013,10,True
dawnkresher,9926,10,True
TheLlama,75,7,True
angelneverdies,249,10,True
ktulu007,10165,3,False
LegionIscariot,11065,8,True
LegionIscariot,10280,9,True
lrmingo63,2159,10,True
GasmaskAvenger,2775,6,False
ambie,11013,9,True
Grenage,5984,9,True
Amikke,4472,10,True
TheMasterMind,12413,9,True
ktulu007,6880,8,True
Bawoo,3667,9,True
ktulu007,11227,7,True
Tetsumine,9088,8,True
Amikke,10110,8,True
kajia,1088,8,True
moseslionheart,918,10,True
LegionIscariot,9312,6,False
St-Hubert,5671,10,True
kajia,194,9,True
Rhaal,6594,9,True
IMGF,4177,8,True
Divergence_1_EVO,10490,6,False
arcunhacked,12189,9,True
Amikke,10080,8,True
kururugikai,5671,8,True
Kataranara,7724,7,True
ribboneye,4262,2,False
LegionIscariot,3896,7,True
fhood,10490,8,True
Rayla,1881,7,True
BloomingFlora,2001,10,True
Rayla,844,6,False
BlurredExistence,10490,5,False
God_of_Conquest,8525,10,True
zeroevade,8630,7,True
LegionIscariot,6951,8,True
LegionIscariot,249,8,True
LuckyStarz,8630,4,False
Skeleton-Jelly,8666,8,True
rollen57,853,10,True
RavenSage,68,9,True
Romcom-Lover,2034,10,True
Davidus,1723,5,False
mrzkitty,6707,5,False
LegionIscariot,4601,8,True
hollowification,934,10,True
kerweezyy,2442,10,True
LucidFilms,7598,6,False
robbelen,477,10,True
LucidFilms,6880,6,False
LegionIscariot,1469,8,True
pancake_monster,2001,10,True
Chotgoriin,14049,7,True
Meg-nyan,6325,8,True
Kitty_Cat_Rat,853,3,False
mrzkitty,8795,8,True
assassin101c,2001,9,True
LegionIscariot,2445,7,True
LegionIscariot,6590,8,True
KikyoFlower,249,9,True
sagev02,237,10,True
Konomi1017,1222,4,False
mitzilv,7724,9,True
tsunderecookie,12189,9,True
amykinsxoxo,1222,7,True
AnimizeEU,9314,9,True
Firechick12012,9931,10,True
Mearas,45,9,True
PumpkinSmiley,6707,6,False
wolfershd,8630,7,True
EverydayScholar,4382,8,True
Matray,9314,7,True
LegionIscariot,1407,7,True
Mixxu,934,9,True
ktulu007,478,5,False
hrist_valkyrie,918,10,True
halfshadows,60,4,False
420Wizard,6880,6,False
UncannyDoom,2759,9,True
Friendsheyho,2391,3,False
chiisaihimawari,11887,10,True
wolfershd,10790,9,True
ktulu007,12413,7,True
Neo_,2034,10,True
Andyis,11887,8,True
mike13531,11887,9,True
MustachedNinja,12967,8,True
mabiniss1,10779,8,True
WaifuStealer69,3166,6,False
DemonFangAlone,5940,8,True
Lollifox,7724,8,True
Mx202,6880,7,True
MisanthropElii,11013,10,True
shaun2thet,6880,7,True
Mx202,3457,5,False
HandedSword,1818,7,True
Mx202,853,5,False
shabahdaniah,918,10,True
thekawaiifangirl,11887,9,True
laniack,6880,9,True
yogotah,195,10,True
Saiyokuro,99,10,True
Romcom-Lover,4722,8,True
RIED14,4059,10,True
NeonKazma,8795,9,True
Andyis,12293,9,True
HazelOwers,1117,9,True
MangoFox,8277,3,False
LelouchKano,11021,6,False
BeebopJazzAttack,6880,6,False
ChibiFantasy,1196,10,True
nemetzj,11887,9,True
lookslikeiwin,12189,9,True
Pyrokenesist,4224,10,True
FugeZenith,12189,9,True
azurekim1,4744,7,True
September,877,9,True
UncannyDoom,6880,7,True
hrist_valkyrie,12413,9,True
Demetri124,6702,5,False
ktulu007,9776,7,True
wingz00,1387,7,True
wingz00,356,6,False
--animeislife--,249,10,True
wingz00,10521,8,True
CandeaSenpai,12293,5,False
Alpharon,3178,7,True
LegionIscariot,3479,8,True
whatwheresnappa,249,8,True
MayTail,4551,9,True
CoolBreeze,8277,6,False
Willdman123,14277,9,True
Hime_Ichinose,1808,10,True
Shido_Tatsuhiko,1965,10,True
kaizer419,237,9,True
MaybeMelissa,9314,9,True
Anyanka,12413,7,True
LegionIscariot,3649,7,True
Snodig,12967,5,False
GigaSPX,12189,10,True
Thatguy31,12189,8,True
AVKV,237,8,True
xgreeneyednekox,12189,9,True
LegionIscariot,13595,7,True
Vortyne,12189,8,True
Ibelucas,477,9,True
LegionIscariot,2943,3,False
nesterhoward,2159,9,True
LegionIscariot,7053,7,True
Pyrokenesist,3613,8,True
Andyis,10219,9,True
Mr-Greenrock,6880,5,False
MustachedNinja,5630,6,False
NeonKazma,908,8,True
Raiwatanabe,11021,6,False
Talonic,6880,9,True
